Title,Rating,Expert Rating,Location,Price Per Night,Distance From City,Facilities,Country
Destiny Boutique Hotel Seminyak,4 Star Hotel,8.4,Seminyak,"2,500",1 km from City Center,"['Laundry Service', 'Air-Conditioned', 'Free Wi-Fi']",Bali
Amadea Resort & Villas Seminyak,4 Star Hotel,8.4,Seminyak,"7,500",1 km from City Center,"['Free Parking', 'Outdoor Pool', 'Laundry Service']",Bali
Klumpu Bali Resort Sanur,4 Star Hotel,8.4,Sanur,"10,000",,"['Laundry Service', 'Free Parking', 'Air-Conditioned']",Bali
Pita Maha Resort & Spa Ubud,4 Star Hotel,8.4,Ubud,"10,000",2 km from City Center,"['Restaurant', 'Room Service', 'Free Parking']",Bali
Besakih Beach Hotel Sanur,3 Star Hotel,8.4,Sanur,"2,500",1 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Bali
Bali Backpackers Inn & Hostel,2 Star Hotel,8.4,Ubud,"2,500",2 km from City Center,,Bali
Puri Saron Hotel Seminyak,4 Star Hotel,8.4,Seminyak,"5,000",1 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Bali
Rama Residence Padma Legian,4 Star Hotel,8.4,Legian,"5,000",1 km from City Center,['Restaurant'],Bali
Tandjung Sari Hotel Sanur,4 Star Hotel,8.4,Sanur,"10,000",1 km from City Center,"['Laundry Service', 'Room Service']",Bali
The Breezes Bali Resort & Spa Seminyak,4 Star Hotel,8.4,Seminyak,"10,000",1 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Bali
Swiss Belresort Watu Jimbar Sanur,4 Star Hotel,8.3,Sanur,"5,000",,['Restaurant'],Bali
The Bene Hotel Kuta,4 Star Hotel,8.3,Kuta,"2,500",1 km from City Center,['Restaurant'],Bali
Kiss Bali Villas Kuta,4 Star Hotel,8.3,Kuta,"10,000",6 km from City Center,"['Free Parking', 'Restaurant']",Bali
Kejora Suites Hotel Sanur,4 Star Hotel,8.3,Sanur,"2,500",1 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Bali
Coral View Villas Amed Beach,3 Star Hotel,8.3,Amed,"2,500",,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Bali
Temuku Villas Ubud,4 Star Hotel,8.3,Ubud,"7,500",2 km from City Center,"['Room Service', 'Restaurant', 'Laundry Service']",Bali
Lv8 Resort Hotel Canggu,5 Star Hotel,8.3,Canggu,"7,500",1 km from City Center,"['Laundry Service', 'Restaurant']",Bali
Koa D Surfer Hotel Canggu,3 Star Hotel,8.3,Canggu,"2,500",2 km from City Center,['Free Wi-Fi'],Bali
Black Penny Villas Ubud,3 Star Hotel,8.3,Ubud,"2,500",88 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Bali
Four Points By Sheraton Bali Hotel Kuta,4 Star Hotel,8.3,Kuta,"2,500",1 km from City Center,['Fitness Center'],Bali
Freedom Villa Bali Seminyak,4 Star Hotel,8.3,Kuta,"10,000",5 km from City Center,"['Air-Conditioned', 'Restaurant']",Bali
The Damai Hotel Seminyak,4 Star Hotel,8.3,Seminyak,"10,000",1 km from City Center,,Bali
Hotel Tjampuhan Spa Ubud,3 Star Hotel,8.3,Ubud,"7,500",2 km from City Center,['Free Wi-Fi'],Bali
La Villais Kamojang Seminyak,4 Star Hotel,8.3,Seminyak,"2,500",1 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Bali
Komaneka At Rasa Sayang Hotel Ubud,4 Star Hotel,8.3,Ubud,"2,500",2 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Bali
Villa Gardenia Seminyak,4 Star Hotel,8.3,Seminyak,"10,000",,,Bali
Kembali Villas Seminyak,4 Star Hotel,8.3,Seminyak,"10,000",1 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Bali
Dragonfly Village Hotel Ubud,3 Star Hotel,8.3,Ubud,"2,500",1 km from City Center,['Outdoor Pool'],Bali
Amore Villas Canggu,3 Star Hotel,8.3,Canggu,"5,000",2 km from City Center,['Laundry Service'],Bali
Kawung Villa Canggu,4 Star Hotel,8.3,Canggu,"10,000",1 km from City Center,,Bali
Ecosfera Hotel Canggu,4 Star Hotel,8.3,Canggu,"2,500",1 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Bali
Klapa Resort Kuta,5 Star Hotel,8.3,Kuta,"5,000",12 km from City Center,"['Free Parking', 'Laundry Service', 'Room Service']",Bali
Seminyak Paradiso Hotel Bali,3 Star Hotel,8.2,Seminyak,"1,000",1 km from City Center,['Restaurant'],Bali
Duyung Homestay Hotel Sanur,1 Star Hotel,8.2,Sanur,"1,000",1 km from City Center,"['Outdoor Pool', 'Air-Conditioned']",Bali
Grand Barong Resort Kuta,2 Star Hotel,8.2,Kuta,"2,500",1 km from City Center,['Free Wi-Fi'],Bali
Kutabex Beach Front Hotel,3 Star Hotel,8.2,Kuta,"2,500",1 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Bali
Samana Villa Kuta,3 Star Hotel,8.2,Legian,"10,000",,,Bali
Santai Hotel Sanur,3 Star Hotel,8.2,Sanur,"2,500",60 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Restaurant']",Bali
Segara Village Hotel Sanur,4 Star Hotel,8.2,Sanur,"7,500",1 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Bali
Villa Kanti Ubud Bali,4 Star Hotel,8.2,Ubud,"2,500",8 km from City Center,['Room Service'],Bali
Alizee Villa Seminyak,3 Star Hotel,8.2,Seminyak,"7,500",1 km from City Center,['Outdoor Pool'],Bali
Kusuma Resort Seminyak,3 Star Hotel,8.2,Seminyak,"2,500",1 km from City Center,"['Laundry Service', 'Room Service']",Bali
Ap Suite & Apartment Kuta,4 Star Hotel,8.1,Kuta,"1,000",1 km from City Center,"['Air-Conditioned', 'Room Service', 'Laundry Service']",Bali
Legong Keraton Beach Hotel Kuta,3 Star Hotel,8.1,Kuta,"2,500",8 km from City Center,,Bali
Puri Mango Hotel Sanur,3 Star Hotel,8.1,Sanur,"2,500",1 km from City Center,"['Laundry Service', 'Restaurant']",Bali
Hotel Respati Sanur,3 Star Hotel,8.1,Sanur,"2,500",1 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Bali
Peneeda View Beach Hotel Sanur,3 Star Hotel,8.1,Sanur,"2,500",,"['Laundry Service', 'Room Service', 'Restaurant']",Bali
Harris Hotel Tuban Kuta,4 Star Hotel,8.1,Kuta,"1,000",3 km from City Center,"['Restaurant', 'Fitness Center']",Bali
Kecapi Villa Seminyak,4 Star Hotel,8.1,Seminyak,"10,000",2 km from City Center,['Free Wi-Fi'],Bali
Hidden Paradise Cottages Kuta,3 Star Hotel,8.1,Kuta,"2,500",68 km from City Center,"['Laundry Service', 'Free Wi-Fi']",Bali
Pertiwi Resort & Spa Ubud,3 Star Hotel,8.0,Ubud,"2,500",2 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Bali
Hotel Satriya Cottages Kuta,3 Star Hotel,8.0,Kuta,"2,500",1 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Bali
Swiss Belhotel Rainforest Kutta,4 Star Hotel,8.0,Kuta,"2,500",2 km from City Center,"['Free Wi-Fi', 'Laundry Service']",Bali
Ramada By Wyndham Bali Sunset Road Kuta,4 Star Hotel,8.0,Kuta,"1,000",1 km from City Center,"['Fitness Center', 'Free Parking']",Bali
Swiss Belhotel Tuban,4 Star Hotel,8.0,Kuta,"1,000",10195 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool']",Bali
Holiday Inn Express Baruna Bali,4 Star Hotel,8.0,Kuta,"5,000",3 km from City Center,"['Free Wi-Fi', 'Laundry Service']",Bali
Marbella Pool Suites Seminyak,4 Star Hotel,8.0,Seminyak,"5,000",31 km from City Center,"['Free Wi-Fi', 'Laundry Service']",Bali
Sri Bungalows Ubud,3 Star Hotel,8.0,Ubud,"2,500",2 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Bali
Best Western Resort Kuta,4 Star Hotel,8.0,Kuta,"5,000",34 km from City Center,"['Free Wi-Fi', 'Laundry Service', 'Free Parking']",Bali
Villa Flores Seminyak,3 Star Hotel,8.0,Seminyak,"10,000",1 km from City Center,,Bali
Kuta Central Park Hotel,4 Star Hotel,8.0,Kuta,"5,000",34 km from City Center,['Free Wi-Fi'],Bali
Fontana Hotel Bali,4 Star Hotel,8.0,Kuta,"5,000",34 km from City Center,['Laundry Service'],Bali
Bedrock Hotel Kuta Bali,4 Star Hotel,8.0,Kuta,"5,000",12 km from City Center,,Bali
Legian Paradiso Hotel,3 Star Hotel,8.0,Legian,"1,000",,"['Fitness Center', 'Outdoor Pool']",Bali
Ubud Heaven Sayan Villas Bali,4 Star Hotel,8.0,Ubud,"5,000",1 km from City Center,"['Free Wi-Fi', 'Free Parking']",Bali
Manyi Village Hotel Ubud,3 Star Hotel,8.0,Ubud,"2,500",1 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Bali
Hotel Matahari Bungalow Kuta,3 Star Hotel,8.0,Kuta,"1,000",1 km from City Center,"['Laundry Service', 'Room Service']",Bali
Sandat Glamping Tents Ubud,3 Star Hotel,8.0,Ubud,"10,000",2 km from City Center,"['Room Service', 'Free Parking', 'Restaurant', 'Laundry Service']",Bali
Sania's House Bungalow Ubud,3 Star Hotel,8.0,Ubud,"2,500",1 km from City Center,"['Laundry Service', 'Outdoor Pool']",Bali
Vrindavan Ubud Villa,4 Star Hotel,8.0,Ubud,"5,000",6 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service']",Bali
Gino Feruci Villa & Spa Ubud,4 Star Hotel,8.0,Ubud,"7,500",2 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service']",Bali
Puri Kelapa Garden Cottages Sanur,3 Star Hotel,7.9,Sanur,"2,500",1 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Bali
Astana Batubelig Villa Seminyak,4 Star Hotel,7.9,Seminyak,"2,500",3 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Bali
Grandmas Plus Hotel Seminyak,2 Star Hotel,7.9,Seminyak,"1,000",1 km from City Center,"['Outdoor Pool', 'Laundry Service']",Bali
Ananda Resort Seminyak,3 Star Hotel,7.9,Seminyak,"1,000",1 km from City Center,"['Laundry Service', 'Restaurant']",Bali
Kakul Villa Ubud,3 Star Hotel,7.9,Ubud,"7,500",5 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Bali
Swastika Bungalows Hotel Sanur,2 Star Hotel,7.8,Sanur,"2,500",,"['Laundry Service', 'Room Service', 'Restaurant']",Bali
The Kampung Hotel Ubud,4 Star Hotel,7.8,Ubud,"10,000",47 km from City Center,"['Laundry Service', 'Restaurant']",Bali
Bali Breezz Hotel Jimbaran,2 Star Hotel,7.7,Jimbaran,"1,000",3 km from City Center,"['Laundry Service', 'Room Service', 'Restaurant']",Bali
Villa Puri Ayu Seminyak,3 Star Hotel,7.7,Seminyak,"2,500",10 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Bali
Bakung Sari Resort Kuta,3 Star Hotel,7.7,Kuta,"1,000",2 km from City Center,['Free Wi-Fi'],Bali
Green Spirit Villa Ubud,2 Star Hotel,7.6,Ubud,"2,500",3 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Bali
Nicks Pension Hotel Ubud,2 Star Hotel,7.6,Ubud,"1,000",1 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Bali
Bambu Indah Resort,3 Star Hotel,7.6,Ubud,"5,000",1 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Air-Conditioned', 'Laundry Service']",Bali
Alam Puri Art Museum Villa Denpasar,4 Star Hotel,7.5,Denpasar,"2,500",5 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service']",Bali
Pink Coco Bali,3 Star Hotel,7.3,Uluwatu,"5,000",,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Bali
The Rani Hotel & Spa Kutta,3 Star Hotel,3.0,Kuta,"1,000",2 km from City Center,['Free Parking'],Bali
Best Western Kuta Villa,4 Star Hotel,0.0,Kuta,"5,000",2 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned']",Bali
The Club Residences Singapore,5 Star Hotel,10.0,Singapore,"16,000",6 km from City Center,"['Free Parking', 'Outdoor Pool']",Singapore
"Mandarin Oriental, Singapore",5 Star Hotel,9.3,Singapore,"16,000",,"['Free Parking', 'Free Wi-Fi', 'Outdoor Pool', 'Fitness Center']",Singapore
Villa Samadhi Singapore,4 Star Hotel,9.1,Singapore,"12,000",7 km from City Center,"['Laundry Service', 'Room Service']",Singapore
So Sofitel Singapore,5 Star Hotel,9.0,Singapore,"12,000",2 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Singapore
M Social Singapore,4 Star Hotel,9.0,Singapore,"8,000",1 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Fitness Center']",Singapore
Regent Singapore,5 Star Hotel,9.0,Singapore,"16,000",4 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Singapore
Shangri La Hotel Singapore,5 Star Hotel,9.0,Singapore,"16,000",4 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Singapore
Raffles Hotel,5 Star Hotel,9.0,Singapore,"16,000",,['Fitness Center'],Singapore
Carlton City Hotel,5 Star Hotel,9.0,Singapore,"12,000",2 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Singapore
Concorde Hotel Singapore,4 Star Hotel,9.0,Singapore,"12,000",2 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Singapore
Hotel The Westin Singapore,5 Star Hotel,9.0,Singapore,"12,000",2 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service']",Singapore
Sheraton Towers Singapore Hotel,5 Star Hotel,9.0,Singapore,"12,000",3 km from City Center,"['Air-Conditioned', 'Laundry Service', 'Room Service']",Singapore
W Hotel Singapore   Sentosa Cove,5 Star Hotel,9.0,Singapore,"16,000",5 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Restaurant']",Singapore
Swisstel The Stamford Hotel,5 Star Hotel,9.0,Singapore,"12,000",,,Singapore
Mandarin Orchard Singapore,5 Star Hotel,9.0,Singapore,"16,000",2 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Singapore
Amara Sanctuary Resort Sentosa,5 Star Hotel,9.0,Sentosa,"12,000",1 km from City Center,,Singapore
Hotel Jen Tanglin,4 Star Hotel,9.0,Singapore,"8,000",4 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Singapore
The Fullerton Bay Hotel,5 Star Hotel,9.0,Singapore,"16,000",1 km from City Center,"['Fitness Center', 'Free Wi-Fi']",Singapore
Riverview Hotel,4 Star Hotel,9.0,Singapore,"8,000",2 km from City Center,"['Restaurant', 'Fitness Center']",Singapore
Hotel Marina Bay Sands Singapore,5 Star Hotel,9.0,Singapore,"16,000",1 km from City Center,,Singapore
"Shangri La's Rasa Sentosa Resort & Spa, Singapore",5 Star Hotel,9.0,Singapore,"16,000",6 km from City Center,"['Outdoor Pool', 'Laundry Service', 'Room Service']",Singapore
Hotel Marina Bay Sands Singapore,5 Star Hotel,9.0,Singapore,"16,000",1 km from City Center,,Singapore
Naumi Hotel Singapore,5 Star Hotel,9.0,Singapore,"16,000",,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Singapore
Hotel G Singapore,4 Star Hotel,9.0,Singapore,"4,000",1 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service']",Singapore
Marina Mandarin Hotel,5 Star Hotel,9.0,Singapore,"16,000",,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Singapore
Orchard Parksuites Singapore,5 Star Hotel,9.0,Singapore,"8,000",3 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Singapore
Peninsula Excelsior Hotel,4 Star Hotel,8.9,Singapore,"8,000",1 km from City Center,,Singapore
Intercontinental Hotel Singapore,5 Star Hotel,8.9,Singapore,"12,000",1 km from City Center,['Free Wi-Fi'],Singapore
Gallery Hotel Singapore,4 Star Hotel,8.9,Singapore,"16,000",2 km from City Center,"['Free Parking', 'Restaurant', 'Outdoor Pool']",Singapore
Grand Park City Hall Hotel,5 Star Hotel,8.9,Singapore,"12,000",1 km from City Center,"['Free Wi-Fi', 'Restaurant']",Singapore
The St. Regis Singapore,5 Star Hotel,8.9,Singapore,"16,000",4 km from City Center,['Free Wi-Fi'],Singapore
Conrad Centennial Singapore,5 Star Hotel,8.9,Singapore,"16,000",,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Singapore
Park Avenue Rochester Singapore,4 Star Hotel,8.8,Singapore,"8,000",8 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned']",Singapore
Jw Marriott Hotel Singapore South Beach,5 Star Hotel,8.7,Singapore,"16,000",,['Free Wi-Fi'],Singapore
Novotel Singapore Clarke Quay,4 Star Hotel,8.7,Singapore,"8,000",1 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Singapore
Orchard Hotel,5 Star Hotel,8.7,Singapore,"12,000",3 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Singapore
Klapstar Boutique Hotel,4 Star Hotel,8.7,Singapore,"8,000",3 km from City Center,['Laundry Service'],Singapore
Park Hotel Alexandra,4 Star Hotel,8.7,Singapore,"8,000",6 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Singapore
Singapore Marriott Tang Plaza Hotel,5 Star Hotel,8.7,Singapore,"16,000",3 km from City Center,['Free Wi-Fi'],Singapore
One Farrer Hotel Singapore,5 Star Hotel,8.7,Singapore,"16,000",2 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Singapore
Park Regis Singapore,4 Star Hotel,8.6,Singapore,"8,000",1 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Singapore
Pan Pacific Hotel Singapore,5 Star Hotel,8.6,Singapore,"12,000",,"['Outdoor Pool', 'Laundry Service', 'Free Parking']",Singapore
Ramada By Wyndham Singapore At Zhongshan Park,4 Star Hotel,8.6,Singapore,"12,000",4 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Singapore
Hotel Jen Orchardgateway Singapore,4 Star Hotel,8.5,Singapore,"8,000",2 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Laundry Service']",Singapore
Hotel Hilton Singapore,5 Star Hotel,8.4,Singapore,"16,000",3 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Singapore
Carlton Hotel Singapore,4 Star Hotel,8.4,Singapore,"12,000",,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Singapore
Hilton Garden Inn Singapore Serangoon,4 Star Hotel,8.4,Singapore,"8,000",2 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Singapore
Park Royal Hotel Singapore,5 Star Hotel,8.4,Singapore,"16,000",1 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Singapore
Grand Hyatt Hotel,5 Star Hotel,8.4,Singapore,"16,000",3 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Singapore
Fairmont Hotel,5 Star Hotel,8.4,Singapore,"16,000",,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Restaurant']",Singapore
Holiday Inn Singapore Orchard City Centre,4 Star Hotel,8.4,Singapore,"12,000",2 km from City Center,"['Free Wi-Fi', 'Outdoor Pool', 'Air-Conditioned', 'Room Service']",Singapore
The Scarlet,4 Star Hotel,8.4,Singapore,"8,000",2 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service']",Singapore
Hard Rock Hotel,5 Star Hotel,8.3,Singapore,"16,000",6 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Singapore
Quality Hotel Marlow,4 Star Hotel,8.3,Singapore,"12,000",15 km from City Center,['Free Wi-Fi'],Singapore
Hotel Indigo Singapore Katong,4 Star Hotel,8.3,Singapore,"8,000",6 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Air-Conditioned', 'Laundry Service']",Singapore
Elizabeth Hotel,4 Star Hotel,8.1,Singapore,"8,000",3 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service']",Singapore
The Quincy Hotel,4 Star Hotel,8.1,Singapore,"16,000",3 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Singapore
Perak Hotel,3 Star Hotel,8.1,Singapore,"4,000",1 km from City Center,,Singapore
York Hotel Singapore,4 Star Hotel,8.1,Singapore,"8,000",3 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Singapore
Studio M Hotel,4 Star Hotel,8.1,Singapore,"8,000",2 km from City Center,"['Free Parking', 'Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Singapore
Grand Copthorne Waterfront Hotel,4 Star Hotel,8.1,Singapore,"8,000",2 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Singapore
Dorsett Hotel,4 Star Hotel,8.1,Singapore,"8,000",2 km from City Center,['Fitness Center'],Singapore
Parkroyal On Kitchener Road,4 Star Hotel,8.1,Singapore,"8,000",2 km from City Center,"['Laundry Service', 'Restaurant']",Singapore
Innotel Hotel Singapore,4 Star Hotel,8.1,Singapore,"8,000",1 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Singapore
Five 6 Hotel Splendour,4 Star Hotel,8.1,Singapore,"8,000",3 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service']",Singapore
Orchid Hotel,4 Star Hotel,8.1,Singapore,"8,000",2 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service']",Singapore
Grand Park Orchard Hotel,5 Star Hotel,8.1,Singapore,"12,000",2 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service']",Singapore
Rendezvous Hotel Singapore,4 Star Hotel,8.1,Singapore,"8,000",1 km from City Center,"['Free Wi-Fi', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Singapore
Oasia Hotel Novena,4 Star Hotel,8.1,Singapore,"12,000",3 km from City Center,"['Outdoor Pool', 'Air-Conditioned', 'Laundry Service', 'Room Service']",Singapore
Holiday Inn Express Singapore Clarke Quay,4 Star Hotel,8.1,Singapore,"12,000",6 km from City Center,"['Free Wi-Fi', 'Free Parking', 'Outdoor Pool', 'Air-Conditioned']",Singapore
